Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
Tropical Storm Fay,2008,8/21/2008,7:00 p.m.,8/25/2008,8:00 a.m.,Progress Energy Florida,"Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter,  Suwannee, Taylor, Volusia and Wakulla Counties in Florida",FRCC,,430000.0,"severe weather, hurricane/tropical storm"
Tropical Storm Fay,2008,8/19/2008,9:29 a.m.,8/22/2008,10:00 p.m.,Florida Power and Light,Florida,FRCC,,101950.0,"severe weather, hurricane/tropical storm"
Shed Firm Load,2008,8/18/2008,7:22 p.m.,8/19/2008,6:44 p.m.,Puerto Rico Electric Power Authority,North Part of Island,PR,225,100000.0,load shedding
Lightning/Transmission Equipment Damage,2008,8/16/2008,5:23 a.m.,8/16/2008,7:30 a.m.,Lubbock Power and Light,City of Lubbock,TRE,153,71823.0,"severe weather, thunderstorm, equipment failure"
Shed Firm Load/Voltage Reduction,2008,8/16/2008,8:14 a.m.,8/16/2008,3:00 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,300,200000.0,"load shedding, voltage reduction"
Made Public Appeals,2008,8/15/2008,12:52 p.m.,8/15/2008,5:00 p.m.,Seattle City Light,Part of Seattle's Downtown,WECC,100,8000.0,public appeal
Declared Energy Emergency Alert 1/Made Public Appeals,2008,8/9/2008,12:00 p.m.,8/9/2008,8:46 p.m.,XCEL,Texas Panhandle and Eastern New Mexico,SPP,0,0.0,"fuel supply emergency, public appeal"
Severe Storms,2008,8/5/2008,3:00 a.m.,8/5/2008,9:50 a.m.,Northern Indiana Public Service Company,Northwest Indiana,RFC,0,63000.0,"severe weather, storm"
Severe Weather,2008,8/4/2008,6:00 p.m.,8/6/2008,8:00 a.m.,Exelon Corporation West ComEd,The ComEd Territory,RFC,,653000.0,severe weather
Severe Thunderstorms,2008,8/3/2008,1:30 a.m.,8/3/2008,4:15 a.m.,Entergy Corporation,"Mississippi, Louisiana, Texas",SERC,,59500.0,"severe weather, thunderstorm"
Severe Thunderstorms,2008,8/2/2008,8:00 p.m.,8/3/2008,5:30 a.m.,Southern Company,Georgia and Alabama,SERC,400,131115.0,"severe weather, thunderstorm"
Electric System Separation/Severe Lightning Storms,2008,7/24/2008,7:23 a.m.,7/24/2008,5:41 p.m.,ISO New England,"Bangor Hydro System, northern Maine",NPCC,180,110000.0,"severe weather, thunderstorm, islanding"
Hurricane Dolly,2008,7/23/2008,5:56 a.m.,7/31/2008,4:00 a.m.,American Electric Power,"Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg, Texas",TRE,703,211266.0,"severe weather, hurricane/tropical storm"
Severe Thunderstorms,2008,7/22/2008,3:00 a.m.,7/24/2008,7:32 p.m.,Duke Energy Indiana,Indiana,RFC,,58000.0,"severe weather, thunderstorm"
Indequate Electric Resources to Serve Load/Public Appeal,2008,7/22/2008,2:00 p.m.,7/24/2008,5:09 a.m.,Southwestern Public Service Company,Texas Panhandle and Southeastern New Mexico,SPP,,,"load shedding, public appeal"
Severe Thunderstorms,2008,7/22/2008,3:00 a.m.,7/23/2008,3:30 a.m.,Duke Energy Ohio,Southwest Ohio,RFC,,56000.0,"severe weather, thunderstorm"
Storm,2008,7/21/2008,12:49 a.m.,7/22/2008,6:00 p.m.,MidAmercian Energy Company,"Sioux City, Carroll, Des Moines, Iowa City, and Davenport Iowa, Rock Island, Moline, and Surrounding Area of Illinois",MRO,170,185000.0,"severe weather, storm"
Unit Tripped,2008,7/10/2008,2:22 p.m.,7/10/2008,5:21 p.m.,Crockett Cogeneration,"San Francisco Bay Area, California",WECC,240,,generator trip
Heat Wave/Potential Fire Threat/Made Public Appeals,2008,7/7/2008,12:15 p.m.,7/10/2008,5:00 p.m.,California ISO,ISO Balancing Area,WECC,0,0.0,"severe weather, heat, public appeal"
Fuel Supply Deficiency,2008,7/2/2008,4:00 p.m.,Ongoing,Ongoing,"State of California, Department of Water Resources",Restricted Hydroelectric Capability,WECC,-,,fuel supply emergency
Thunderstorms,2008,7/2/2008,8:00 p.m.,7/3/2008,3:00 a.m.,Detroit Edison Company-DTE,Southeastern Michigan (DTE Service Territory),RFC,,56000.0,"severe weather, thunderstorm"
Severe Weather,2008,7/2/2008,3:00 p.m.,7/6/2008,12:00 p.m.,Consumers Energy,Lower 2/3 of Michigan's Lower Peninsula,RFC,125,239663.0,severe weather
Wild Land Fire,2008,7/2/2008,7:16 p.m.,7/2/2008,11:28 p.m.,California ISO,"Santa Barbara County, California, near Goleta",WECC,208,200000.0,wild fire
Brush Fire/Lines Loss/Transmission Emergency Declared,2008,7/2/2008,7:36 p.m.,7/3/2008,1:10 a.m.,Southern California Edison,Goleta and Santa Barbara Areas of Southern California,WECC,119,37784.0,wild fire
Unit Tripped,2008,7/1/2008,7:31 a.m.,7/1/2008,12:00 p.m.,Crockett Cogeneration,"San Francisco Bay Area, California",WECC,160,,generator trip
Severe Wind Storm,2008,6/27/2008,4:30 p.m.,6/27/2008,5:30 p.m.,Omaha Public Power District,"Omaha, Nebraska (Metro Area)",MRO,650,126000.0,"severe weather, wind"
Thunderstorms,2008,6/26/2008,5:00 p.m.,6/26/2008,9:30 p.m.,Detroit Edison Company-DTE,Southeastern Michigan (DTE Service Territory),RFC,,53000.0,"severe weather, thunderstorm"
Transmission Equipment Failure/Load Shedding,2008,6/23/2008,4:52 p.m.,6/23/2008,11:28 p.m.,Progress Energy Florida,"Pinellas County, Florida",FRCC,113,32593.0,"load shedding, equipment failure"
Fire/Breaker Failure,2008,6/23/2008,1:44 p.m.,6/23/2008,1:45 p.m.,Northern Indiana Public Service Company,Northcentral Indiana,RFC,425,,equipment failure
Lightning Stirke/Uncontrolled Loss of Load,2008,6/22/2008,4:55 p.m.,6/22/2008,5:05 p.m.,Northern Indiana Public Service Company,Northwest Indiana,RFC,650,,"severe weather, thunderstorm"
Electrical System Separation/Severe Lightning Storms,2008,6/21/2008,3:09 p.m.,6/21/2008,6:53 p.m.,Pacific Gas and Electric Company,"Near Rogers Flat, California",WECC,3,477.0,"severe weather, thunderstorm, islanding"
Severe Thunderstorms,2008,6/17/2008,9:01 a.m.,6/19/2008,8:30 p.m.,Oncor Electric Delivery Company LLC,"North, Central and East Texas",TRE,,234393.0,"severe weather, thunderstorm"
Thunderstorms/Uncontrolled Loss of Load,2008,6/17/2008,8:40 p.m.,6/17/2008,11:00 p.m.,"Golden Spread Electric Cooperative, Inc","Texas Panhandle and Texas South Plains Regions, and Oklahoma Panhandle",TRE,276,37330.0,"severe weather, thunderstorm, uncontrolled loss"
Electrical System Separation/Severe Thunderstorms,2008,6/17/2008,8:35 p.m.,6/18/2008,1:55 a.m.,Southwestern Public Service Company,Southwestern Public Service Company Operating in the Panhandle of Texas and New Mexico,SPP,560,18000.0,"severe weather, thunderstorm, islanding"
Thunderstorms,2008,6/16/2008,4:15 p.m.,6/16/2008,11:19 p.m.,Dominion-Virginia Power,Northern Virginia,SERC,"800-1,000",115000.0,"severe weather, thunderstorm"
Electrical System Separation,2008,6/15/2008,7:06 p.m.,6/15/2008,8:42 p.m.,Crawfordsville Electric Light and Power,"City of Crawfordsville, Indiana",RFC,57,9700.0,islanding
Severe Weather,2008,6/15/2008,8:00 a.m.,6/15/2008,8:00 p.m.,Exelon Corporation-ComEd,The Entire ComEd Territory,RFC,,165000.0,severe weather
Flooding and Uncontrolled Loss,2008,6/12/2008,3:30 p.m.,6/18/2008,4:00 p.m.,"Midwest ISO, ITC, ALTW",East Central Iowa,RFC,200,21000.0,"severe weather, flooding, uncontrolled loss"
Uncontrolled Loss,2008,6/11/2008,1:15 p.m.,6/11/2008,2:05 p.m.,New York Independent System Operator,New York State,NPCC,200,61000.0,uncontrolled loss
Storm,2008,6/10/2008,11:00 p.m.,6/11/2008,9:00 a.m.,ISO New England,All Six New England States,NPCC,50,60000.0,"severe weather, storm"
Inadequate Electric Resources to Serve Load,2008,6/10/2008,2:00 p.m.,6/10/2008,6:00 p.m.,"Entergy Services, Inc.",Entergy System,SERC,300,19.0,load shedding
Severe Storm,2008,6/10/2008,11:00 a.m.,6/13/2008,5:30 p.m.,National Grid,Upstate New York,NPCC,400,68000.0,"severe weather, storm"
Severe Thunderstorms,2008,6/10/2008,7:00 p.m.,6/14/2008,3:59 p.m.,PECO Energy,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",RFC,,198000.0,"severe weather, thunderstorm"
Severe Storms,2008,6/10/2008,6:00 p.m.,6/14/2008,11:30 a.m.,Public Service Electric and Gas,"Bergen, Essex and Hudson Counties, New Jersey",RFC,,248800.0,"severe weather, storm"
Fire/Breaker Failure,2008,6/9/2008,2:52 p.m.,6/9/2008,8:25 p.m.,Public Service Electric and Gas,"Area Around West Orange Switching Station, New Jersey",RFC,215,75654.0,equipment failure
Indequate Electric Resources to Serve Load,2008,6/9/2008,2:00 p.m.,6/9/2008,7:00 p.m.,"Entergy Services, Inc.",Entergy System,SERC,300,19.0,load shedding
Severe Weather,2008,6/8/2008,9:30 a.m.,6/9/2008,7:00 a.m.,Exelon Corporation-ComEd,The Entire ComEd Territory,RFC,,125000.0,severe weather
Severe Storm,2008,6/8/2008,6:00 p.m.,6/16/2008,11:30 p.m.,Detroit Edison Company-DTE,Southwestern Michigan (DECO Service Territory),RFC,500,150000.0,"severe weather, storm"
Lightning Storm,2008,6/6/2008,3:18 p.m.,6/12/2008,8:00 a.m.,Consumers Energy,Lower 2/3 of Michigan's Lower Peninsula,RFC,100,358000.0,"severe weather, thunderstorm"
Thunderstorms,2008,6/4/2008,3:04 p.m.,6/5/2008,9:30 p.m.,Dominion-Virginia Power,Northern Virginia,SERC,850,253800.0,"severe weather, thunderstorm"
Severe Storms,2008,6/4/2008,3:00 p.m.,6/7/2008,5:30 a.m.,Baltimore Gas and Electric Company,Entire BGE Service Territory,RFC,,108000.0,"severe weather, storm"
Load Shedding/Voltage Reduction,2008,6/4/2008,3:14 p.m.,6/4/2008,3:46 p..m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,90,100948.0,"load shedding, voltage reduction"
Lightning Storm,2008,6/4/2008,3:00 p.m.,6/5/2008,1:00 a.m.,Potomac Electric Power Company,"Montgomery, Prince Georges,  Maryland, Washington, D.C.",RFC,,249408.0,"severe weather, thunderstorm"
Severe Weather,2008,6/3/2008,5:00 p.m.,6/7/2008,11:00 p.m.,Allegheny Power,"Maryland, West Virginia, Virginia",RFC,634,157168.0,severe weather
"Load Shedding, Inadequate Electric Resources to Serve Load",2008,5/30/2008,2:05 p.m.,5/30/2008,8:00 p.m.,"Entergy Services, Inc.",South Louisiana,SERC,200-250,,load shedding
Severe Thunderstorms,2008,5/30/2008,10:00 p.m.,6/4/2008,11:59 p.m.,Indianapolis Power and Light,"Northeastern Marion County, Indiana",RFC,,70000.0,"severe weather, thunderstorm"
Severe Storms,2008,5/30/2008,9:30 a.m.,5/30/2008,11:00 p.m.,Exelon Corporation-ComEd,Northern and Western Counties of Illinois,RFC,,109000.0,"severe weather, storm"
Lightning Storm,2008,5/27/2008,2:02 p.m.,5/27/2008,3:52 p.m.,ISO New England,South West Connecticut,NPCC,130,56400.0,"severe weather, thunderstorm"
Severe Storm,2008,5/12/2008,12:01 a.m.,5/14/2008,12:00 a.m.,Atlantic City Electric,"Cape May, Cumberland, Gloucester, Salem, Camden, Atlantic, Burliington  Counties, New Jersey",RFC,55,135000.0,"severe weather, storm"
Electric System Separation,2008,5/11/2008,4:50 p.m.,5/11/2008,8:43 p.m.,Crawfordsville Electric Light and Power,"City of Crawfordsville, Indiana",RFC,47,9700.0,islanding
Severe Thunderstorms,2008,5/11/2008,6:00 a.m.,5/12/2008,2:30 p.m.,Southern Company,Georgia,SERC,100,80539.0,"severe weather, thunderstorm"
Load Shedding,2008,5/8/2008,10:21 a.m.,5/8/2008,12:56 a.m.,California ISO,California,WECC,483,0.0,load shedding
Severe Weather,2008,4/9/2008,4:00 p.m.,4/13/2008,1:15 a.m.,Oncor Electrtic Delivery Company LLC,"North, Central and East Texas",TRE,,488689.0,severe weather
Severe Thunderstorms,2008,4/4/2008,12:31 p.m.,4/4/2008,5:00 p.m.,Entergy Corporation,"Arkansas, North Louisiana, Mississippi",SERC,,122600.0,"severe weather, thunderstorm"
Major Storm,2008,3/15/2008,8:55 p.m.,3/16/2008,8:30 p.m.,Southern Company,Parts of Alabama and Georgia,SERC,200,157744.0,"severe weather, storm"
Windstorm,2008,3/8/2008,2:14 p.m.,3/8/2008,9:59 p.m.,Dominion-Virginia Power,Virginia and Eastern Part of North Carolina,SERC,210,141130.0,"severe weather, wind"
Severe Weather,2008,3/8/2008,4:00 p.m.,3/10/2008,1:44 p.m.,PECO Energy,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",RFC,,168449.0,severe weather
Thunderstorms,2008,3/4/2008,9:30 p.m.,3/4/2008,10:45 p.m.,Duke Energy Carolinas,North and South Carolina,SERC,300,55267.0,"severe weather, thunderstorm"
Transmission Equipment Failure,2008,2/26/2008,1:09 p.m.,2/26/2008,4:11 p.m.,Florida Power and Light,Primary Dade County Florida,FRCC,"3,200",584384.0,"equipment failure, transmission interruption"
Under Frequency/Load Shedding,2008,2/26/2008,1:10 p.m.,2/26/2008,3:45 p.m.,Progress Energy Florida,"The entire PEF system was affected, including the following counties: Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osecola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia, Wakulla.",FRCC,500,150000.0,load shedding
Thunderstorms,2008,2/26/2008,5:00 a.m.,2/26/2008,3:00 p.m.,Southern Company,Southern Service Area/Alabama and Georgia,SERC,484,145380.0,"severe weather, thunderstorm"
Under Frequency/Load Shedding,2008,2/26/2008,1:09 p.m.,2/26/2008,2:40 p.m.,Tampa Electric Company,Tampa Electric Service Territory,FRCC,318,53965.0,load shedding
Under Frequency/Load Shedding,2008,2/26/2008,1:09 p.m.,2/26/2008,2:10 p.m.,Florida Municipal Power Agency,Various Cities in Florida,FRCC,140,47661.0,load shedding
Shed Firm Load,2008,2/26/2008,1:09 p.m.,2/26/2008,1:47 p.m.,Seminole Electric Cooperative,FRCC Region-West Coast Florida,FRCC,120,56000.0,load shedding
Fuel Supply Deficiency,2008,2/25/2008,8:00 a.m.,3/12/2008,8:00 a.m.,Owensboro Municpal Utilities,Restricted Coal Capability,RFC,,0.0,fuel supply emergency
Electrical System Separation,2008,2/15/2008,3:06 p.m.,2/15/2008,7:36 p.m.,Pacific Gas and Electric Company,"Antioch, California",WECC,10,10008.0,islanding
Load Shedding,2008,2/14/2008,8:15 a.m.,2/14/2008,10:46 a.m.,PacifiCorp,Utah,WECC,"2,818",74031.0,load shedding
Ice Storm,2008,2/13/2008,6:43 p.m.,2/14/2008,12:00 p.m.,ISO New England,State of Maine,NPCC,50,50462.0,"severe weather, winter storm"
Severe Weather,2008,2/12/2008,3:00 p.m.,2/15/2008,5:00 p.m.,Entergy Corporation,"Arkansas, Mississippi, Louisiana",SERC,,54000.0,severe weather
Severe Weather,2008,2/10/2008,4:00 a.m.,2/12/2008,8:43 p.m.,Allegheny Power,"Southwestern Pennsylvania, West Virginia, Virginia, Maryland",RFC,412,100969.0,severe weather
High Winds,2008,2/10/2008,11:00 a.m.,2/14/2008,5:05 p.m.,American Electric Power,Virginia and West Virginia Area of AEP,RFC,,97342.0,"severe weather, wind"
High Winds,2008,2/10/2008,6:02 p.m.,2/11/2008,4:00 a.m.,Duke Energy Carolinas,"Greenboro, North Carolina and I-40 Corridor",SERC,300,50718.0,"severe weather, wind"
High Winds,2008,2/10/2008,2:06 p.m.,2/10/2008,11:36 p.m.,Dominion-Virginia Power,Dominion Service Territory,SERC,170,114618.0,"severe weather, wind"
High Winds,2008,2/10/2008,11:00 a.m.,2/10/2008,11:36 p.m.,PJM Interconnection LLC,"Virginia, West Virginia, Ohio, Pennsylvania",RFC,,212560.0,"severe weather, wind"
Electrical System Separation,2008,2/9/2008,11:59 a.m.,2/9/2008,3:33 p.m.,Pacific Gas and Electric Company,"Near Arnold, California",WECC,0,0.0,islanding
Severe Weather,2008,2/6/2008,9:00 a.m.,2/6/2008,11:00 a.m.,Tennessee Valley Authority,Mid to West Tennessee,SERC,,57000.0,severe weather
Severe Weather,2008,2/5/2008,10:00 p.m.,2/6/2008,3:00 a.m.,LG&E Energy/Kentucky Utilities,State of Kentucky,SERC,,76000.0,severe weather
Equipment Faulted,2008,2/2/2008,3:58 a.m.,2/2/2008,4:27 p.m.,Crockett Cogeneration,"San Francisco Bay Area, California",WECC,,,equipment failure
Equipment Faulted,2008,2/1/2008,6:00 a.m.,2/1/2008,7:49 a.m.,Crockett Cogeneration,"San Francisco Bay Area, California",WECC,,,equipment failure
High Winds,2008,1/30/2008,3:06 a.m.,2/1/2008,2:50 p.m.,Niagara Mohawk Power Corporation,"Western, New York",NPCC,50,54316.0,"severe weather, wind"
Severe Thunderstorms,2008,1/29/2008,4:00 p.m.,2/3/2008,8:00 a.m.,Entergy Corporation,"Arkansas, Mississippi, North Louisiana",SERC,,110000.0,"severe weather, thunderstorm"
Wind/Ice Storm,2008,1/29/2008,10:00 p.m.,2/1/2008,6:30 p.m.,DTE Energy - Detroit Edison,Southeastern Michigan,RFC,,86915.0,"severe weather, winter storm"
High Winds,2008,1/29/2008,11:23 p.m.,1/30/2008,12:48 a.m.,Dayton Power and Light,"South Metropolitan Areas of Dayton, OHio",RFC,380,45000.0,"severe weather, wind"
Exciter Faulted,2008,1/29/2008,5:00 a.m.,1/29/2008,12:17 p.m.,Crockett Cogeneration,"San Francisco Bay Area, California",WECC,,,equipment failure
Winter Storm,2008,1/4/2008,4:00 a.m.,1/14/2008,5:00 p.m.,Pacific Gas and Electric Company,Northern California,WECC,500,2606931.0,"severe weather, winter storm"
Severe Storm,2008,1/4/2008,7:47 a.m.,1/4/2008,4:30 p.m.,Sacramento Municipal Utility District,Sacramento County,WECC,300,150000.0,"severe weather, storm"
Severe Storm,2007,12/23/2007,1:00 a.m.,12/23/2007,9:00 p.m.,Exelon Corporation West ComEd,The Entire ComEd Service Territory,RFC,,237000.0,"severe weather, storm"
Winter Storm,2007,12/23/2007,5:30 a.m.,12/25/2007,6:07 p.m.,Consumers Energy,Lower 2/3 of Michigan Lower Peninsula,RFC,50,134288.0,"severe weather, winter storm"
Voltage Reduction,2007,12/11/2007,8:57 p.m.,12/11/2007,9:22 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,0,0.0,voltage reduction
Ice Storm,2007,12/11/2007,4:00 a.m.,12/20/2007,3:30 p.m.,Westar Energy,Eastern half of the State of Kansas,MRO,500,95000.0,"severe weather, winter storm"
Ice Storm,2007,12/10/2007,3:08 a.m.,12/19/2007,8:00 a.m.,American Electric Power,"Tulsa, Oklahoma",SPP,,256663.0,"severe weather, winter storm"
Voltage Reduction,2007,12/4/2007,2:16 p.m.,12/4/2007,5:53 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,0,0.0,voltage reduction
Voltage Reduction/Made Public Appeal/Fuel Deficiency,2007,12/1/2007,6:04 p.m.,12/2/2007,10:00 p.m.,ISO New England,State of Maine,NPCC,0,0.0,"fuel supply emergency, public appeal, voltage reduction"
Tropical Storm,2007,11/3/2007,6:00 p.m.,11/4/2007,6:00 a.m.,ISO New England,"Eastern Massachusetts, Rhode Island, Cape Cod",NPCC,100,62843.0,"severe weather, hurricane/tropical storm"
Brush Fire/Load Shedding,2007,10/26/2007,6:44 a.m.,10/26/2007,10:46 a.m.,Southern California Edison Company,Southern Califonia,WECC,280,20345.0,"wild fire, load shedding"
Load Shedding,2007,10/26/2007,6:44 a.m.,10/26/2007,10:43 a.m.,City of Riverside,"Riverside, California",WECC,240,104000.0,load shedding
Brush Fire/Load Shedding,2007,10/22/2007,2:06 p.m.,10/22/2007,2:43 p.m.,San Diego Gas and Electric Company,"San Diego County, California",WECC,199,68780.0,"wild fire, load shedding"
Brush Fire/Load Shedding,2007,10/22/2007,2:05 p.m.,10/22/2007,2:22 p.m.,California Independent System Operator,Southern California,WECC,700,300000.0,"wild fire, load shedding"
Brush Fire/Load Shedding/Implemented Emergency Alert,2007,10/22/2007,2:01 p.m.,10/22/2007,2:22 p.m.,Southern California Edison Company,Southern California,WECC,451,90323.0,"wild fire, load shedding"
High Winds,2007,10/18/2007,3:00 p.m.,10/22/2007,11:36 a.m.,Puget Sound Energy,Western Washington,WECC,,160000.0,"severe weather, wind"
Unit Tripped,2007,9/24/2007,1:38 p.m.,9/24/2007,4:26 p.m.,"New Covert Generating Company, LLC",Southwest Michigan,RFC,320,,generator trip
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,2007,9/18/2007,5:15 a.m.,9/18/2007,6:30 a.m.,Great River Energy,"Minnesota, North Dakota, Manitoba",MRO,"8,000-10,000",11175.0,"severe weather, storm, islanding, load shedding"
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,2007,9/18/2007,5:14 a.m.,9/18/2007,6:10 a.m.,Northern States Power Company,"Minnesota, Wisconsin, North Dakota, South Dakota and Michigan",MRO,16,6000.0,"severe weather, storm, islanding, load shedding"
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/ Severe Storms,2007,9/18/2007,5:15 a.m.,9/18/2007,12:00 a.m.,Midwest ISO,"Manitoba, Minnesota, North Dakota, Portions of South Dakota and Wisconsin.  Midwest ISO's Market subregions: OTP, NSP, GRE, ALTW, MP",RFC,"8,000-10,000",11175.0,"severe weather, storm, islanding, load shedding"
Electrical System Separation,2007,9/17/2007,7:01 p.m.,9/17/2007,7:48 p.m.,Crawfordsville Electric Light and Power,"City of Crawfordsville, Indiana",RFC,50,9600.0,islanding
Hurricane Humberto,2007,9/13/2007,4:00 a.m.,9/14/2007,7:00 a.m.,Entergy Corporation,"Between Galveston and Beaumont, Texas",SPP,,118000.0,"severe weather, hurricane/tropical storm"
Fuel Supply Deficiency,2007,9/6/2007,8:00 p.m.,Ongoing,Ongoing,"State of California, Department of Water Resources",Hydro Electric System,WECC,,,fuel supply emergency
Severe Weather/Transmission Fault-Units Tripped,2007,9/5/2007,7:53 a.m.,9/5/2007,1:11 p.m.,"Luminant Energy Company, LLC","Central Texas, ERCOT Grid",ERCOT,"1,084",,"severe weather, transmission interruption"
