Utility Company,EIA Utility Id,Twitter Handle,Facebook Page,Outage Phone Number,Outage Map URL,Phone Number,Web Site
"Borough of Berlin, Pennsylvania (Utility Company)",1618,,https://www.facebook.com/berlinboroughpa,814 267-3837,,814 267-3837,http://berlinborough.org/
"Borough of Blakely, Pennsylvania (Utility Company)",1823,,,(570)-383-3340,,(570)-383-3340,http://www.blakelyborough.com/
"Borough of Butler, New Jersey (Utility Company)",2650,,https://www.facebook.com/pages/Butler-Power-and-Light/407409582715086?rf=174728566050713,(973) 838-0063,,973-838-7208,http://www.butlerborough.com/Cit-e-Access/webpage.cfm?TID=19&TPID=3621
"Borough of Catawissa, Pennsylvania (Utility Company)",3170,,https://www.facebook.com/pages/Catawissa-Borough/146101958909458,(570) 356-2561,,(570) 356-2561,http://www.catawissa.us/
"Borough of Chambersburg, Pennsylvania (Utility Company)",3329,,,(717) 263-4111,,(717) 264-5151 or (717) 261-3238,http://www.borough.chambersburg.pa.us/electric.php
"Borough of Duncannon, Pennsylvania (Utility Company)",5442,,,717-648-7484 or 717-834-4311,,717-648-7484 or 717-834-4311,http://www.duncannonboro.org/Pages/default.aspx
"Borough of East Conemaugh, Pennsylvania (Utility Company)",5586,,https://www.facebook.com/pages/East-Conemaugh-Borough/125412664180856,(814) 539-9908,,(814) 539-9908,
"Borough of Ellwood City, Pennsylvania (Utility Company)",5828,,,(724) 758-7777,,(724) 758-7777,http://www.ecboro.com/
"Borough of Ephrata, Pennsylvania (Utility Company)",5935,,,(717) 733-1277 or 717-738-9222,,(717) 733-1277 or 717-738-9222,http://www.ephrataboro.org/
"Borough of Girard, Pennsylvania (Utility Company)",7256,,https://www.facebook.com/girard.township,814-774-4738,,814-774-4738,http://www.girardtownship.com/
"Borough of Goldsboro, Pennsylvania (Utility Company)",7359,,,,,(717) 938-3456,
"Borough of Grove City, Pennsylvania (Utility Company)",7719,,,724-458-7060,,724-458-7060,http://grovecityonline.com/
"Borough of Hatfield, Pennsylvania (Utility Company)",8254,,,215-855-0781,,215-855-0781,http://www.hatfieldborough.com/Resident/electric.html
"Borough of Kutztown, Pennsylvania (Utility Company)",10494,,,610-683-6131,,610-683-6131,http://www.kutztownboro.org/utility_services.php
"Borough of Lansdale, Pennsylvania (Utility Company)",10702,@lansdalepa,https://www.facebook.com/pages/Lansdalepa/155067917881687,215-361-8371 or 215-368-1801,,,http://www.lansdale.org/216/Electric
"Borough of Lavallette, New Jersey (Utility Company)",10776,,,732-793-4800,,,http://www.lavallette.org/electric.html
"Borough of Lehighton, Pennsylvania (Utility Company)",10882,,,(610) 377-4005,,(610) 377-4005 or (610) 377-4002,http://www.lehightonborough.com/
"Borough of Lewisberry, Pennsylvania (Utility Company)",10959,,,,,,
"Borough of Madison, New Jersey (Utility Company)",11476,,,973-593-3000,,,https://www.rosenet.org/gov/electric
"Borough of Middletown, Pennsylvania (Utility Company)",12474,,http://717.902.0706,717.902.0706,,717.902.0706,http://www.middletownborough.com/
"Borough of Mifflinburg, Pennsylvania (Utility Company)",12523,,,(570) 966-1013,,(570) 966-1013,http://www.mifflinburgborough.org/utilities/electricity/
"Borough of Milltown, New Jersey (Utility Company)",12608,,https://www.facebook.com/Milltown.NJ,,,,http://www.milltownnj.org/municipal.html
"Borough of New Wilmington, Pennsylvania (Utility Company)",13489,,,724-946-8167,,724-946-8167,http://www.nwboronet.com/utilities/
"Borough of Olyphant, Pennsylvania (Utility Company)",14124,,,570-489-2135,,570-489-2135,http://olyphantborough.com/borough-electric-company/
"Borough of Park Ridge, New Jersey (Utility Company)",14472,@ParkRidgeboro,https://www.facebook.com/ParkRidgeBoro,,,,http://www.parkridgeboro.com/content/5187/5600/5615/default.aspx
"Borough of Pemberton, New Jersey (Utility Company)",14648,,,609-894-8222,,,https://www.doxo.com/info/pemberton-borough-elec-dept
"Borough of Perkasie, Pennsylvania (Utility Company)",14792,,https://www.facebook.com/PerkBoro,215.257.5065,,215.257.5065,http://perkasieborough.org/utilities-services/electric-service/
"Borough of Pitcairn, Pennsylvania (Utility Company)",15104,,,412-372-6500,,412-372-6500,http://pitcairnborough.us/index.php?option=com_content&task=view&id=20&Itemid=51
"Borough of Quakertown, Pennsylvania (Utility Company)",15541,,,215-721-3520,,215-536-5003,http://www.quakertownboro.com/index.aspx?page=53
"Borough of Royalton, Pennsylvania (Utility Company)",16375,,,717-944-4831,,717-944-4831,http://www.royaltonpa.com/
"Borough of Schuylkill Haven, Pennsylvania (Utility Company)",16780,,https://www.facebook.com/schuylkillhaven,(570) 385-2841,,(570) 385-2841,http://www.schuylkillhaven.org/departments/utilities/index.php
"Borough of Smethport, Pennsylvania (Utility Company)",17337,,,,,,
"Borough of South River, New Jersey (Utility Company)",17571,,,732-257-1999,,,http://www.southrivernj.org/utility_collections_main.html
"Borough of St Clair, Pennsylvania (Utility Company)",16853,,,412-833-7500,,412-831-9000,http://www.twpusc.org/index
"Borough of Summerhill, Pennsylvania (Utility Company)",18284,,,,,,
"Borough of Tarentum, Pennsylvania (Utility Company)",18456,,,724-226-1132,,724-226-1132 or 724-226-1333,http://www.tarentumboro.com/
"Borough of Wampum, Pennsylvania (Utility Company)",20070,,,724-535-7721 / 724-535-8241,,724-535-7721 / 724-535-8241,http://www.wampumboro.com/
"Borough of Watsontown, Pennsylvania (Utility Company)",20206,,,570-490-2874 or 570-601-7299,,570-538-1000,http://www.watsontownpa.info/
"Borough of Weatherly, Pennsylvania (Utility Company)",20232,,,,,,
"Borough of Zelienople, Pennsylvania (Utility Company)",21160,,,(724) 452-6610,,724-452-6610,http://zelieboro.org/
"Bowie-Cass Electric Coop, Inc",2049,@bowiecasscoop,,877-707-2232,http://outages.bcec.com:89/,,http://www.bcec.com/
Bozrah Light & Power Company,2089,,,(860) 887-7836,,(860) 889-7388,http://www.grotonutilities.com/blp.asp?l=1
Brainerd Public Utilities,2138,,,(218) 829-2193,,(218) 829-8726,http://www.bpu.org/
Brazos Electric Power Coop Inc,2172,,,254-750-6500,,254-750-6500,http://www.brazoselectric.com/
Brazos River Authority,2176,,https://www.facebook.com/pages/Brazos-River-Authority/126719790675809?fref=ts,1-888-922-6272,,1-888-922-6272,http://www.brazos.org/
Bremen Electric Light & Power Co,2192,,,,,,
"Bridger Valley Elec Assn, Inc",2215,,https://www.facebook.com/bvea.coop,800-276-3481,,(307) 786-2800,http://www.bvea.coop/
"Bridger Valley Elec Assn, Inc (Utah)",2215,,https://www.facebook.com/bvea.coop,800-276-3481,,800-276-3481,http://www.bvea.coop/
Brigham City Corporation (Utility Company),2220,@brighamcitycorp,https://www.facebook.com/BrighamCity,435-734-6600 or 435-723-6868,,435-734-6600 or 435-723-6868,http://brighamcity.utah.gov/utility-information.htm
"Brilliant Energy, LLC",56255,,,(866) 223-8508 or (866) 223-8508 or (800) 332-7143 or (888) 313-4747 or (888) 866-7456,,(877) 789-8801 or (713) 789-8800,http://www1.brilliantenergy.com/
Bristol Virginia Utilities,2248,@BVUOptiNet,https://www.facebook.com/BVUOptiNet,Bristol 276-821-6169,,Bristol 276-821-6169,http://www.bvu-optinet.com/
"Broad River Electric Coop, Inc",2212,@BroadRiverCoop,https://www.facebook.com/BroadRiverCoop,Cherokee County: (864) 489-5738; Other Counties: (866) 266-7688,,Cherokee County: (864) 489-5737; Other counties: (866) 687-2667,http://www.broadriverelectric.com/
"Broad River Electric Coop, Inc (North Carolina)",2212,@BroadRiverCoop,https://www.facebook.com/BroadRiverCoop,(864) 489-5738 or (866) 266-7688,https://twitter.com/BroadRiverCoop,(864) 489-5738 or (866) 266-7688,http://www.broadriverelectric.com/content/who-we-are
Brodhead Water & Lighting Comm,2273,,,608-897-2112 After Hours Emergency,,608-897-2505,http://www.cityofbrodheadwi.us/departments/water_and_light/contact.php
Brown County Rural Elec Assn,2316,,,1-800-658-2368,,1-800-658-2368,http://www.browncountyrea.coop/
Brown-Atchison E C A Inc,2354,,,After Hours: 785-486-3341,,785-486-2117,http://baelectric.com/
Brownsville Public Utilities Board,2409,@BPUB_Tweets,https://www.facebook.com/brownsvillepub,(956) 983-6300,,(956) 983-6300,http://www.brownsville-pub.com/
Brunswick Electric Member Corp,24889,,,1-800-682-5309,http://bemc.maps.sienatech.com/,1-800-682-5309,http://www.bemc.org/
"Buckeye Power, Inc",7004,@buckeyepowersls,https://www.facebook.com/pages/Buckeye-Power/162171013801600,,http://www.ohioruralelectric.coop/outages/outage-map/,,http://www.buckeyepower.com/
"Buckeye Rural Elec Coop, Inc",2502,,https://www.facebook.com/buckeyerec,1-800-282-7204,,,http://www.buckeyerec.com/main/
Buckeye Water C&D District,2469,,,Upper Division Zanjero / (East of Rainbow Road) -602-739-9121 -- Lower Division Zanjero / (West of Rainbow Road) - 602-739-2905,,623-386-2196,http://www.bwcdd.com/
Burke-Divide Electric Coop Inc,2394,@bdec_58727,https://www.facebook.com/BurkeDivideElectric,1.800.472.2983,,701.939.6671,http://www.bdec.coop/
Burt County Public Power Dist,2599,,https://www.facebook.com/BurtCountyPublicPowerDistrict,888.835.1620,,402.374.2631,http://www.burtcoppd.com/
Butler County Rural Elec Coop,2652,@ButlerCountyREC,https://www.facebook.com/bcrec,888-267-2726,https://www.iowarec.org/outages/,888-267-2726,http://www.butlerrec.coop/
Butler Public Power District,2643,,https://www.facebook.com/pages/Butler-Public-Power-District/176407425708968,800-230-0569,,402-367-3081 or 402-367-3082,http://www.butlerppd.com/
"Butler Rural El Coop Assn, Inc",2641,,https://www.facebook.com/ButlerREC,1.800.464.0060,https://ebill.butler.coop/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,316.321.9600,http://www.butler.coop/
Butler Rural Electric Coop Inc,2651,,https://www.facebook.com/ButlerRuralElectricCooperative,800-255-2732,https://ebill.butlerrural.coop/oms/outageMap,,http://www.butlerrural.coop/
"Butte Electric Coop, Inc",2655,,https://www.facebook.com/butteelectriccoop,800-928-8839,,605-456-2494,http://www.butteelectric.com/
C & L Electric Coop Corp,2678,@ECArkLiving,https://www.facebook.com/clelectric/timeline,870.942.2575,,870.628.4676,http://www.clelectric.com/
"CECG Maine, LLC",4166,,,,,,
"CECG Maine, LLC (Maine)",4166,@ConstellationEG,https://www.facebook.com/ConstellationEnergy,,,1-866-237-7693,http://www.constellation.com/Pages/default.aspx
CL Power Sales Eight LLC,3570,@peabodyenergy,https://www.facebook.com/advancedenergyforlife?ref=hl,314-342-3400,,314-342-3400,http://www.peabodyenergy.com/
CMS Electric Coop Inc,2774,,https://www.facebook.com/pages/CMS-Electric-Cooperative/167864449892436,1.800.794.2353,,1.620.873.2184,http://www.cmselectric.com/
CMS Energy Resource Management Corp,3991,,,(517) 788-0550,,(517) 788-0550,http://www.cmsenergy.com/
CP Power Sales Seventeen LLC,2842,,,,,,
CPKelco U S Inc,3221,,https://www.facebook.com/pages/CP-Kelco/,1 (800) 535 2687,,1 (678) 247 7300,http://cpkelco.com/
"CPL Retail Energy, LP",13151,@cplenergy,https://www.facebook.com/CPLenergy,1-866-223-8508,,1-866-223-8508,https://www.cplretailenergy.com/
"Caddo Electric Coop, Inc",3390,@CaddoElectric,,1-800-868-8243,,(405) 656-2322,http://caddoelectric.com/v2/
Cairo Public Utility Company,2776,,,(618)734-3200,,(618)734-3200,http://www.cairopublicutility.com/
Calhoun County Elec Coop Assn,4040,,https://www.facebook.com/pages/Calhoun-County-REC/173498466069004?sk=wall,800-821-4879,https://www.iowarec.org/outages/,712-297-7112,http://www.calhounrec.coop/
California Department of Water Resources,3255,@CA_DWR,https://www.facebook.com/pages/California-Department-of-Water-Resources/,(916) 845-8911,,(916) 653-5791,http://www.water.ca.gov/
Callaway Electric Cooperative,4160,@CallawayElec,http://www.facebook.com/CallawayElectric,888-642-4840,,(573) 642-3326,http://www.callawayelectric.com/
Calpine Corp-Agnews,2871,@Calpine,,1 713-830-2000,,916.443.2500,http://www.calpine.com/
Calpine Energy Services LP,2857,,,713-830-8845,,713.830.2000 or 832.476.4400,http://www.calpine.com/
Calpine Power America LLC,2830,,,713-830-8935,,713.830.2000,http://www.calpine.com/
Calpine Power America LLC (California),2830,,,916.443.2500,,916.443.2500,http://www.calpine.com/
Calpine Power America LLC (Maine),2830,,,1 713-830-2000,,302.468.5400,http://www.calpine.com/
Calpine Power Management LLC,49824,,,713.830.2000,,713.830.2000,http://www.calpine.com/
"Cam Wal Electric Coop, Inc",2986,,https://www.facebook.com/CamWal.Electric,1.800.269.7676,http://outages.sdrea.coop/,605.649.7676,http://www.cam-walnet.com/
"Canadian Valley Elec Coop, Inc",2911,,https://www.facebook.com/CanadianValleyElectric,(855)875-7166,http://ebill.canadianvalley.org/oms/outageMap,(405)382-3680 or (855)875-7166,http://www.canadianvalley.org/
Canby Utility Board,2955,,,(503) 721-0532,,(503) 266-1156,http://www.canbyutility.org/
"Caney Fork Electric Coop, Inc",2960,,https://www.facebook.com/caneyforkelectriccooperative,1-866-585-7843,,1-866-585-7843,http://www.caneyforkec.com/
"Caney Valley El Coop Assn, Inc",2961,,,1-800-310-8911,,(620) 758-2262,http://www.caneyvalley.com/
Cannelton Utilities,2964,,,(812) 547-7919,,(812) 547-7919,
Canoochee Electric Member Corp,2903,,,1.800.342.0134,,1-800-342-0134,http://www.canoocheeemc.com
Canton Municipal Utilities,2974,@CMU_Canton,https://www.facebook.com/pages/Canton-Municipal-Utilities/332942860232523?ref=hl,601.859.2474,,601.859.2921,http://www.cmu.com/
Cape Hatteras Elec Member Corp,2982,,,866-511-9862,,800-454-5616,http://www.chec.coop/Home/index.aspx
"Capital Electric Coop, Inc",2985,,https://www.facebook.com/capitalelectricnd?ref=hl,1-888-223-1513,,1.701.223.1513,http://capitalelec.com/
"Carbon Power & Light, Inc",2998,,https://www.facebook.com/pages/Carbon-Power-Light/,800-359-0249,,307-326-5206,http://www.carbonpower.com/
Cardinal Cogen Inc,3030,,https://www.facebook.com/pages/Cardinal-Cogen/249375235245508,650-723-0164,,650-723-0164,
Cargill Power Markets LLC,2481,,,1 800-227-4455,,1 800-227-4455,http://www.cargill-etm.com/energy.html
Carroll County (Utility Company),3075,,,(731) 986-8284,,(731) 986-8284 or (800) 287-6302,http://www.ccelectric.org/
Carroll County REMC,3086,,https://www.facebook.com/carrollwhite.remc,Monticello Office: (574) 583-7161 or 800-844-7161 -- Delphi Office: (765) 564-2057 or  (800) 506-7362,https://ebill.cwremc.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,Monticello Office: (574) 583-7161 or 800-844-7161 -- Delphi Office: (765) 564-2057 or  (800) 506-7362,http://www.cwremc.com/
Carroll Electric Coop Corp,3093,,,,,,
"Carroll Electric Coop, Inc",3076,@CarrollElectric,https://www.facebook.com/CarrollElectricCoop,800-232-7697,,,http://www.cecpower.coop/
Carroll Electric Member Corp,3081,@CarrollEMC,https://www.facebook.com/CarrollEMC,770-832-6979,,770-832-3552,http://www.cemc.com
Carrollton Board of Public Wks,3082,,https://www.facebook.com/search/103777009661328/places-in/161422927240513/places/intersect/,After Hours 660-542-1687,,660-542-0360,http://carrolltonmu.com/
Carteret-Craven El Member Corp,3107,@CarteretCraven,https://www.facebook.com/CarteretCraven,252.247.3107 or 1.800.682.2217,,252.247.3107 or 1.800.682.2217,http://www.carteretcravenelectric.coop/
Cascade Municipal Utilities,3137,,https://www.facebook.com/pages/Cascade-Iowa/1485913095031925?ref=aymt_homepage_panel,563-852-3614 or 563-852-3114,,563-852-3614 or 563-852-3114,http://cityofcascade.org/cascade-utilities/
Cass County Electric Coop Inc,24949,@CassCountyElec,https://www.facebook.com/CassCountyElectric,701-356-4499 or 1-888-277-4424,http://outage.kwh.com/,(701) 356-4400 or (800) 248-3292,http://www.kwh.com/
Cass Electric Coop,3111,,,,,,
"Cavalier Rural Elec Coop, Inc",3138,,https://www.facebook.com/pages/Cavalier-Rural-Electric-Cooperative-Inc/,701-256-5511,,701-256-5511,
Cedar Falls Utilities,3203,,https://www.facebook.com/CedarFallsUtilities,319-268-6999,,319-268-5280 or 319-266-1761,http://www.cfu.net/
Cedar-Knox Public Power Dist,3205,,,402-254-6291 or (402) 254-6291 or  1-800-891-5196,,402-254-6291,http://cedarknoxppd.com/
Cedarburg Light & Water Comm,3208,,,(262) 375-7656 After Hours,,(262) 375-7650,http://www.cedarburglightandwater.com/
CenterPoint Energy,8901,@CNPalerts,,800-332-7143,http://gis.centerpointenergy.com/outagetracker/,,http://www.centerpointenergy.com/home
Central Alabama Electric Coop,3222,@CAEC_COOP,https://www.facebook.com/pages/Central-Alabama-Electric-Cooperative/161811367190187,1-800-619-5460,http://caec.coop/electric-service/current-outages/,334.365.6762 or (800) 545-5735,http://caec.coop
Central Electric Coop Inc,3240,@CentralElectric,https://www.facebook.com/CentralElectricCoop?fref=nf,541-548-2144,http://ebill.cec.coop/OMSWebMap/Map/OMSWebMap.htm,541-548-2144,http://www.cec.coop/
"Central Electric Coop, Inc",3236,@CentralElecSD,https://www.facebook.com/pages/Central-Electric-Cooperative/403914169716096?fref=ts,800.477.2892,,800.477.2892,http://www.centralec.coop/
"Central Electric Coop, Inc (Pennsylvania)",40224,,,1-800-282-8610,https://ebill.central.coop/oms/outageMap,1-800-521-0570,http://www.central.coop/
Central Electric Membership Corporation,3250,,,877-766-6769,http://74.122.17.88/,877-766-6769,http://www.centralelectriconline.com/
Central Electric Power Assn,2849,,,HEADQUARTERS: CARTHAGE DISTRICT: 1-866-846-5671-- PHILADELPHIA DISTRICT:   1-866-559-2601-- RANKIN DISTRICT:  1-866-900-1201-- SEBASTOPOL DISTRICT: 1-866-461-7422,,HEADQUARTERS: CARTHAGE DISTRICT: 601-267-5671 -- PHILADELPHIA DISTRICT:  601-656-2601 -- RANKIN DISTRICT:  601-829-1201 -- SEBASTOPOL DISTRICT:  601-625-7422,http://www.centralepa.com/
Central Electric Power Coop,3242,,,(573) 634-2454,,(573) 634-2454,http://www.cepc.net/
"Central Electric Pwr Coop, Inc",40218,,,(573) 634-2454,,(573) 634-2454,http://www.cepc.net/
"Central Florida Elec Coop, Inc",3245,,,1-800-227-1302 or 352-493-2511,http://www.cfec.com/#%21outage-map/sitepage_17,1-800-227-1302 or 352-493-2511,http://www.cfec.com/
Central Georgia El Member Corp,3248,@CentralGAEMC,,770-775-7857,,770-775-7857,https://www.cgemc.com
Central Hudson Gas & Elec Corp,3249,@centralhudson,https://www.facebook.com/centralhudson,845-452-2700 or 1-800-527-2714,http://stormcentral.cenhud.com/default.aspx,845-452-2700 or 1-800-527-2714,http://www.centralhudson.com/
Central Iowa Power Cooperative,3258,,,319-366-8011,https://www.iowarec.org/outages/,319-366-8011,http://www.cipco.net/
Central Lincoln People's Utility District,3264,,,,,,
Central Maine Power Co,3266,,,,,,http://www.cmpco.com/
Central Minnesota Municipal Power Agency,3519,,https://www.facebook.com/pages/Central-Minnesota-Municipal-Power-Agency-CMMPA/162851419307,507.526.2193,,507-526-2193,http://www.cmmpa.org/
